Name,About
The Fox's Drawing World,"Use your Magic Pen to help the Tiny, Adorable Fox. Let's Join The Fox's Drawing world."
Clockwork Calamity in Mushroom World: What would you do if the time stopped ticking?,"A gentle exploration platformer in a vast yet small world where time has stopped, what will happen?"
AchBall,AchBall is a casual game in which you hit goals by launching a ball. You score extra points for each time the ball bounces.
Ling,"Following the call of inner heart, the young man starts another journey of adventure. Faced with tough enemies and fierce fights, it is not certain whether the young man can reach the “final”. The only choice is moving forward with determination and clenched fists swinging great sword."
Hide Time,"Hide Time is a story-driven horror game where you play as new employee of Passion Oasis. Explore that huge complex, do your tasks and uncover mysteries of your past."
Lootfest,"Powelful voxel editor, create a world with friends online."
Dance Loop,Dance loop VR is a rhythm VR game where you travel fantastic realms and break moving data cells to the energetic soundtrack by Yandex Music.
Fantasia Medieval,"A short Visual-Novel, made with Artificial-Inteligence art, about a party of adventurers on a medieval setting."
The House of E.,The House of E. is a story-driven puzzle game with horror elements and a creepy atmosphere.
Game Builder Tycoon - Prologue,"Game Builder Tycoon - Prologue is a free simulation game in which you begin your journey as an indie game developer. Personalize your character, craft hit games, manage marketing and research stuff. Create best game on the planet!"
I'll Do It Tomorrow,"It's Sara's first day of work. However, when she takes the elevator to go to the office, she suddenly finds herself on a mysterious floor. What truth lies behind these weird rooms? Will you be able to move on? Or rather... will you want to move on?"
Ampguard,Ampguard is a rogue-like game with a unique combat system and nasty monsters. Combine your skills and use them in the best possible way to emerge victorious from the battle against the Yokai.
Natari at the Bubble Planet,"Natari at the Bubble Planet, Episode I of Wakusei Keikaku, is made with RPG Maker MV, this is a game about 'Bubbles' and 'Dreams' , you can reach your life goal by solving some puzzles to be what you want to, like a scientist, chef, nurse, conductor, painter, etc."
Polygon Hero,Defend your city against the zombies before the infection spreads too far!
Tessa's Ark,A Sci-fi RPG set in a world where humans have shed the limitations of the corporeal body to inhabit existence as beings of pure thought. Solve puzzles to unlock the secrets of the digital reality.
The Winter Tower,Will Ekaterina be able to safely complete her coming-of-age ceremony and emerge as the rightful successor to the House?
Mot De Pass,"The main character pursues the Antagonist, but he manages to open a portal and enter the world. The world can be different: whether it be a fantasy city with magic or a post-apocalypse"
Dark Table CCG,"Dark Table CCG is multiplayer card gaming re-imagined: Free-to-play, online 4-player, cheaper and easier deck-building, more customization that matters, and a focus on social atmosphere and building friendships."
FurBall,"Join the fun as adorable animals battle for athletic supremacy across a variety of fantastic arenas! Play against friends across multiple platforms over the Internet. In FurBall, you play on teams of up to 2 players on each side in noble competition, attempting to score goals for your team!"
Little Shrimp：Legend Reborn,"Little Shrimp：Legend Reborn is a captivating Wuxia idle RPG that offers an open-world concept and an engaging storyline. With its free exploration of the Jianghu, leisurely gameplay, and auto-leveling fun, you'll have a blast with high levels of character involvement."
Silence In The Cabin,"'Silence In The Cabin' is an Open Map Survival Horror Game, where you must survive Dark linear story sections in order to unlock more areas of the world."
ANDARA: RISE FOR REBELLION,"Ordon’s armies have invaded Hailstone and are plundering their resources. Become Andara, the tyrant’s daughter, in this frenetic third-person shooter. Engage enemy weak points and move fast in a brief yet intense single-player campaign. Rise for rebellion."
The Last Secret,"Award winning visual novel adventure. An epic, upbeat tale with challenging and fun puzzles, humorous storyline and quirky characters. Solve the 'last secret', save your friends and maybe find true love on the way, too..."
*NEW* SCUFFED EPIC VISUAL NOVEL,"This is *NEW* SCUFFED EPIC VISUAL NOVEL, which is a story set in the world of *NEW* SCUFFED EPIC BHOP SIMULATOR (#4 Best Selling free game of Steam November 2020), play as a character of your choice, as you run into some new, and familiar faces along the way."
Interview with the Horny Ghost,"Interview with the Horny Ghost is a super short, super free Adult Visual Novel made for a game jam. In the game you play a single-minded and perverted ghost and learn some lessons along the way."
Mouse Playhouse,"Discover a world in which you solve challenging puzzles, overcome evil 'Meowbots' and seize the cheese!"
Quackdzilla: Pool Cleaning Simulator,Feel the specific atmosphere and humor of the Pool Cleaning Simulator. Take on the role of a pool boy and discover what fate awaits you in the free prologue of Pool Cleaning Simulator - Quackdzilla🦆!
Dung Beetle Adventure,"A short (and free) adventure game, where you are tasked with helping a hurt, hungry, but inventive dung beetle on its journey to find something to eat near the end of the mushroom season."
The Perfectionist,"Locked away in a top-secret research facility, Dillan must find a way to escape from the twisted Professor Phillips' experiments. Sneak past guards, battle robots, and endure diabolical hazards in order to survive. Can you escape?"
Restoration,"Two siblings; Oliver and Penello, answer their dying Grandma's wish and make their way to Phren Village. A seemingly peaceful village filled with tranquility. But on the inside, It is a village void of hope and on the brink of succumbing to despair and darkness."
Pylow,"If you're searching for a game where you can just sit and play, maybe with a good drink near to you, I'm afraid my friend but this is not the game for you. Pylow is a frenetic and skilfully FPS Arena where every single move can let you win or lose."
Secrets Of Soil,"Secrets of Soil is an interactive journey that explores the hidden world of soil and its role in combating climate change. Your journey will take you to a microscopic world, witnessing the essential life forms that live there."
Deep Night Detective - Chapter One,"Deep Night Detective, the monochromatic mystery metroidvania! Created by Wilson Taylor with music by Lewmoth!"
Heroes of Shadow Guard,"Experience both sides of dungeon crawling! Navigate deadly labyrinth dungeons and design your own in this ground-breaking MMO. Unlock new heroes, new gear, and new labyrinth guards. Conquer single player sagas, climb multiplayer leaderboards, and challenge friends to custom matches."
Football Manager 2019: The Hashtag United Challenge,"Take the Hashtag United Challenge, a FREE single-season test of your managerial mastery. Play either with or against Hashtag in the Thurlow Nunn Eastern Senior League (South) as they embark on Chapter 2 – their debut season in the English football pyramid."
Cheetahs Are Meant To Be Fast,An interactive storybook about how being a fat guy who eats a lot is very morally wrong and not at all awesome or attractive.
Broccoli,"Broccoli is a clicker game, in this clicker game, you can click a Broccoli! When you click the Broccoli, you gain even more Broccoli! Every 3 hours you get dropped a broccoli! Every Broccoli is made by the community in the discord, come join us and lets make a great community, together!"
MetälBörn,"Techno has taken over your neighborhood. Honor your metal god Kilmister, arm yourself up to the baffles, raise the volume and show these punks which is the music that makes the shells shake. The metalheads are not dead, but the technos will be…"
6-Mon Adventure,"Embark on an adventure with 6-mon the little robot. Take control of the robot and travel through a disused factory, avoiding falls, protecting yourself from projectiles and traversing dangerous levels to stop the activities of a crazy AI."
Dune Strider,"Dune Strider is an Adventure-Strategy Game in which you, the player, take command of a merchant controlling a Sand-Barge in a desert and use it to travel and explore the land around you. The road to settlements to sell your goods is filled with dangers and opportunities. Can you handle it?"
HVOR,"HVOR [/] - a dynamic top-down shooter, which takes place in the world,affected by an unknown infection.Kill the infected - and try not to join him."
Effugium,"Explore a cold, abandoned, and dreary facility to piece together its mysteries and find a means for escape from the horror that lurks within."
Striker Zone: Gun Games Online,Join in with friends in a online shooter about modern warfare!
Mandew vs the Colorless Curse,17 2D platforming stages across four worlds in classic run-and-jump fashion. Play as a guy in a grayscale pocket dimension just trying his best.
Project XMAS,"Project XMAS is a retro style, horror, single - player game where you need to return to your home... The map is completely procedurallygenerated so every approach will be differend and specific."
Buildodge,"A free to play 2D online shooter game! The game features ' building'. There are three different modes: Ranked Match, Bot Match, and Custom Match, for 1-4 players! Characters can be customized by changing their skin or painting."
Pathos,Take down a crime syndicate using emotion-altering drugs to manipulate guards and spread chaos among enemies as you make your way to the crime lord.
Stay Out Of The Farm: Prologue,"Free Prologue to Stay Out Of The Farm, a ps1 styled horror game where you try to escape from a serial killer."
Peach Clicker,"You've clicked on so many bananas, but have you clicked on peaches? 🤔 In Peach Clicker you smack a Peach to get even more Peaches! 😍 Every 3 hours, you get a new peach! 🍑 Come smack some peaches with us!"
DEMON COMPASS,"This occult item will guide you through a bizarre in-between world and help you to confront past demons as well as piece together former memories that may lead to closure. Seek a better understanding of who you were, who you’ve loved and how much you’ve lost in this 3rd person horror adventure game."
Wow Dance,"Wow Dance is a revolutionary VR APP that utilizes million-dollar professional spatial video capture technology to recreate dynamic 3D human figures in 1:1 scale. This app allows you to observe beautiful girls in 360 degrees without any dead angles, as if they are standing right in front of you."
Puzzle Wizards,"Save Fairyland from the SoloGro™ Bros in this cozy co-op MMO from the creators of Puzzle Pirates! Adventure with friends to earn loot, furniture and clothes. Build and decorate your village and join a Wizards' Guild to help restore the world. Play cross-platform on Steam, iOS and Android."
Strange Pong,"Strange Pong is a classic Pong game with the addition of new game mechanics. This game is a game of tennis, the player controls a racket and must hit the ball. However, each level has its own features that make the game more interesting."
Around The World,"Basketball mini-game, shooting 3 pointers in sequence to complete the game. Played in a time based format or number of balls, or casually in practice mode."
Gemini: Binary Conflict,"‘Gemini: Binary Conflict’ is a multiplayer, class based, first person shooter set in the midst of an interplanetary war. The game features a colourful visual style, unconventional weaponry, equipment, armour, class roles and modes, to provide a subtle mix of familiar and unusual game mechanics."
Momentum,Fast-paced racing game in a retro 80's neon style.
Storm the Swan - And the Power of FRIENDSHIP and IMAGINATION,"Make Cute Animal Friends in this 8-bit Gameboy-inspired adventure! But there's something lurking in the woods, with DARK SECRETS you'll need to uncover!"
Mermaid Mission: Titanic,"Play as a mermaid, who has been sent to the human world to discover why they're building a giant ship called the Titanic."
Alignment,A challenging and engaging puzzle game that will require you to move colored objects and place them on their respective platforms to explore through a series of increasingly complex levels.
Rocketboat - Pilot,"Far beyond the reaches of the Milky Way, a great darkness is looming. A clandestine force using powerful social manipulation techniques is controlling the resources of star systems throughout the universe. Their only existential threat appears to be a rock band from the planet Earth."
Secrets of the Temple,Secrets of the Temple is a single player puzzle platformer adventure game. Traverse the Pharaoh's labyrinthian temple and locate and collect the Eye of Ra before it's too late!
Aces in the Dust,"Take command of a team of three elite Airmen! Each of them pilots a warplane equipped with the most powerful experimental weapons to date. Shoot down enemies using machine guns, missiles, energy cannons and… a laser beam? Venture into enemy territory and wreak havoc in this rail shooter."
Blobby Tennis,"Standing in a relaxing beach scene, you are controlling a racket and a ball. You can do tricks, play the ball back and forth over the net with Blobby or outplay him to score points."
Trapped With the Dolls VR,"The room is dark and unformed. You hear the voice of Claire: 'I didn't mean to hurt anybody...' As the room snaps into place, you discover puzzles and solve them to learn more about what happened to her. The dolls are always close by, and her message is one of warning. Can you escape her mind?"
Dog,"The ultimate idle clicker game! Tap to collect adorable pups, upgrade your canine companions, and build a thriving dog park empire. Earn tradable Steam items every 40 minutes of play. Join thousands in this free, paw-some adventure. Start your doggy journey now!"
Project Adder (Prologue),"Project Adder is a run-and-gun, zombie-killing, rogue-lite sandbox game with dynamic gameplay that offers a unique experience in every play-through."
Arclight Beat,Arclight Beat is a minimalistic rhythm based 3D platformer in which you control various level elements by modifying the music.
Crossroads: Lucky Edition,"Crossroads is a hardcore roguelike RPG dungeon crawler stylized as a card game. Create your hero and go to the adventures to gain levels, loot new gear, learn different spells and finally complete your quest!"
Blob,"Embark on a chemistry-packed adventure! Collect elements, combine them into compounds, and generate Atoms (clicks per second). Use Atoms to level up compounds, unlocking noble gases and new rows as you build the ultimate periodic table collection!"
Carsick Carventure,"Carsick Carventure is a hyper-casual game where you drive your cute 2D car as far as possible. Discover new places, set new records, and beat your friends! Enjoy infinite levels and different game modes!"
Nonograms,"Nonograms is a relaxing puzzle game where you use logic and creativity. Your goal is to reveal hidden pictures by filling in specific grid cells, based on numerical clues provided for each row and column. The games in this genre are also known as Picross, Griddlers, Pic-a-Pix, Hanjie, etc."
Summer Games Heroes,"Practice a multitude of sports, such as athletics, horse riding, cycling, swimming and more."
Bed and BEAKfast,"A DEMO of 'Sincerely, Robin' -- our upcoming management, cooking, and narrative game currently in development! Play as Robin and return to your hometown to regrow your late grandfather's bed and breakfast. Cook meals, connect with the community, and forge lasting relationships!"
全战天下,《全战天下》是一款全新的SLG战争策略游戏，游戏背景上我们抛开了单一历史时空的限制，将东西方文明中那些伟大的名字写到了游戏中，如果您热爱华夏文明，辅佐玄德公匡扶汉室，与嬴政白起一统六国，加入刘邦项羽的楚汉之争，携手成吉思汗征服亚欧将是您完美的选择，如果您喜欢日本战国，那就与三刀一流的宫本武藏，天下布武的织田信长一道征战沙场，您要是喜好欧美文明，我们推荐您选择圣女贞德，美杜莎、阿克琉斯来助您成就大业，经典英灵不胜枚举，阵容豪华堪称策略游戏的复仇者联盟。
Jgsw,Build realistic puzzles with thousands of pieces solo or online with friends!
Cube Conflict,"Join the battle in Cube Conflict, a free and open-source FPS game where dumb smileys are locked in a never-ending war... Expect the unexpected as you face off against a ninja wielding a GAU-8 or priests wielding nuclear missiles and power armor. Download now and join the fight!"
Big Blind,"Where Sound Becomes Sight, Style Meets Violence. Step into the world of darkness as a blind protagonist who sees through sound in this stylish 2D top-down shooter where every kill matters and style is everything."
Ellen and the Degenerates RPG,A wonderfully ramshackle game about a rock and roll band and their stolen equipment.
iTownGamePlay UNIVERSE,Warning: This Game is only available on Spanish. Acompaña al YouTuber ITownGamePlay en está increíble aventura junto a sus suscriptores para restaurar la paz en su mundo!
Remember When,"The story follows a phone call between Noah and his wife, Sarah as they recall pivotal moments in their relationship. Peer into Noah's memories and relive the couple's happiest moments through choice based dialogue, a unique art-style, and an original soundtrack in this fully voice acted experience."
Chess Ultimate,"Chess just got an upgrade! Chess Ultimate, where precision strategy meets colorful chaos. Build your team from a roster of unique, quirky characters to defend your King while plotting your opponent’s downfall. Easy to pick up, endlessly fun to master, and a fresh take on the classic game of wits."
Chicken,"Chicken is a clicker game, in which you click a Chicken! You click the Chicken to gain even more Chickens! Every 3 hour, random chicken drops. A community that's Chickens. All our Chickens are made with community effort and inspiration, come join the fun!"
BUS SIMULATOR,Ride the bus in VR.
Syren and Friends Roast the Dev,Join Syren and friends as they roast the dev for failing to be good at anything! Enjoy the cute and curvy cast as they talk about things only a geriatric millennial would understand.
Realm of Alters,'Realm of Alters' is a turn-based strategy card game. A clear vision of card play orders and knowing which card to sacrifice to generate resources are the keys to victory.
Equinoxe,Equinoxe is a contemplative &amp; narrative game with puzzle phases taking place in two mirrored worlds. Discover a quest for self-acceptance and restore the fragile balance of your world by using its main source of energy: water.
Neospace: Prologue,"You wake up in a spaceship, you realize that strange things are going on there, you try to get back to civilization. However, this is harder than you think, the encounters will drive you crazy and you will doubt yourself."
Sumo,"Sumo is a multiplayer physics-based party game for up to 4 players, featuring silly spherical characters with unique powerful abilities. Use a combination of mobility and tactics to survive the longest on Arenas which are just as much of a threat as your human or AI-controlled opponents."
The Nightmare Chronicles - Horror In Da Hood,"Mason is assigned a new job from the big boss when strange things start happening and he discovers the true meaning of fear... Horror in Da Hood is a gripping first-person horror game set in the hood, where the supernatural lurks around every corner. Are you brave enough to face the real terror?"
Past Synergy,Past Synergy is a 2 player co-op game that tests you and your friend's synergy. Divide the ability and roles between you and your friend to overcome the obstacles in a cave.
The Other 99,"The Other 99 is a single player, first-person, action-survival game. Ripped from your ordinary life you awaken on a desolate island with nothing but a note that reads, “The only way off the island is through The Other 99”."
Hard Light Vector,Hard Light Vector is a first-person action platformer where you traverse an alien environment and fight to protect the memories of the dead from corruption.
赤焰号角,九州大陆，纷争不断
Temple of Shadows,"Join Sebastian Harrington, an archeology student, on a quest to find his missing professor. Explore ancient temple ruins, solve puzzles, and uncover hidden secrets in the Temple of Shadows."
Banana & Tomato,"Banana &amp; Tomato is a fun clicker game! Click Banamatos, get and collect unique items, play minigames and get even more, click and level up for better rewards, change Banamato skins, earn rare achievements, and much more! Read the full description to learn about all the exciting features!"
Dodd Goes to the Museum,"Explore Dodd's local museum in this short and sweet, casual and relaxing side-scroller adventure! Visit various exhibits within the museum's four wings and talk to various characters along the way!"
Cyberplug,"Cyberplug is a 2D platformer, where you control an electric being capable of moving at high speed and use electricity to advance through enemies and destroy a corporation that rules the cyberpunk themed city."
Mrs. Santa's Gift Hunt,"Mrs.Santa's Gift Hunt is a short JRPG colecthathon, where you must find missing presents. Multiple endings and an adventure awaits you. Can you find all the presents?"
BREAKER: INITIATING,"A post-apocalyptic 3D platformer combining puzzles with intense action. You play as El, a robot escaping from a dreadful facility and exploring the ruins of civilization."
Axial Disc 1,A modern turn-based deckbuilding JRPG involving party synergy for attacks that features unique pixel art and chiptune music!
The Scorchfarer,"A scarred kingdom, a mourning god and an unfulfilled promise made with the past. Uzu and Zuhaar, two continents ravaged by a cosmic event are the setting of The Scorchfarer. The story follows Mikaela and Yukiharu, a Terramagi team tasked with healing their world and unraveling its secrets."
OverShoot Battle Race,"Combat racing game inspired by the classic console arcade games, you can make drifts, upgrade your vehicle and buy many weapons to fight for first place in an insane journey facing the most amazing racers in the galaxy."
Circle,This is the game that nurtures “Circle” and adventures in the 'Outside' of the room.
UAL: Universal AIM League,"UAL is a FPS game. You can engage in either 1V1, play with or against a friend, or 2V2 duel. UAL relies on e-sport mechanics with Best of 5 Set system (1 Set is a best of 3 games) and mini game for each round."
Miko in Maguma,"Operate Hololive's VTuber 'Mikochi' and aim to escape from magma! But there are ''35p'' and ''Holomem'' trying to prevent you from going home! ? If you make a mistake, you might have to start from the beginning!? This is a vertical scrolling action game that is very difficult but somewhat addictive."
King of the Cul-De-Sac,An Interactive Comic with PUNCHING in it.
Samurai Cooking,The rules are simple. Just cut the food.
Werewolf Voice - Ultimate Werewolf Party,"Are you ready for some accusations, lying, bluffing, interactive, brainstorming, and assassination? Use your voice to convince people to believe in you. Fun games to play with friends and meet other players in the world! Join now"
SCP: Bloodwater,"SCP Bloodwater is a strategy management defense game inspired by the SCP Foundation's SCP-354, also known as the Red Pool. Take the role of a newly appointed Site Director at the Red Pool Containment Zone, harvest valuable organic material, and defend the facility against the Red Pool's attacks."
Emberlight,"Emberlight is a true roguelite dungeon crawler, set in a world where the Gods have given you a great gift - and a great curse. Explore procedurally generated dungeons as a Knight of the Ember Order. Conquer the quests set out before your party, and uncover the lore of the land."
ERROR: Human Not Found,Error: Human Not Found is a visual-novel/puzzle game with portions of point-and-click adventure. Play as Grace and work to uncover the cause of death for the first AI to inhabit a physical body. Solve 4 types of computer-science based puzzles that increase in difficulty as the story progresses.
Toofan AlAqsa,A shooter game is about protecting AlAqsa and Palestine . for the support of Palestine .. #FreePalestine
Block in the Lock,"A 2D Puzzle Game where you move different blocks simultaneously like a hive mind. Form blocks into shapes and match the lock patterns in over 200 crafty levels, in order to free the world from mysterious chains"
OWLMAN,The following is a series of tapes recovered near the Overlook National Park where four people were recently reported missing- a family of three and one motorist.
Gunship!,Fly low and strike deep in the re-invention of the Gunship flight combat franchise. In Gunship! Players take control one of the worlds deadliest weapons in a simulator that is unmatched.
PolyCube,"PolyCube is a block-stacking puzzle game in full 3D, with optional VR support. Move and spin your block pieces in all directions to place them in the puzzle before time is up and the piece drops."
Kaisuo,"Kaisuo is a single-player puzzle game about opening Chinese puzzle boxes that unlock surreal worlds. Journey through a strange landscape and discover new uses to familiar objects. Slide open panels, discover secret compartments and change the way you see the world."
Astra,"ASTRA is an FPS with some platform twist to it, placed in an alien club. As an infiltrated human, you'll have to find and destruct the stolen generators, avoiding the enemies' attacks, who will get in your way."
Ancestory,Turn-based strategy meets card game! Outwit your opponent on multiple different battlefields with cunning strategies. Build your own decks made of underworldly minions and powerful spells!
Desert Ride Coaster,Short rollercoaster ride synchronized with music.
Cyclic Warriors,"Cyclic Warriors is a movement shooter focused on time travel and speed. Wall-run, slide, kick and bunny-hop to build up massive momentum. Time travel to dodge bullets and flank your enemies. Slow down time for easy kills!"
My journey to your world,A casual free-to-play puzzle game with randomly scrambled puzzle pieces that can be solved under a certain time to win.
Soma Spirits: Rebalance,"Guide Heart and Soul, the guardian spirits of Soma, through a divided realm in a colorful RPG adventure where your choices decide the fate of the world."
Yokai Art: Survival Prologue,"Strategically position units on a chess-based battlefield, defending territories while earning roguelike upgrade-items for leveling up. Discover over 30 unique equipment pieces that modify units, allowing for exciting customization and ensuring endless excitement and replayability."
Conductor: Creative Joy Engine,"Conductor is an audiovisual experience creation engine that encourages you to craft, save, and share funky environments with its vibrantly creative tool-set alongside all of your favorite media."
Layover Lovers,A terminal love story
"Bring me a man, Santa","Meet some guys from the Male Doll family through a short and free music game. Feel the boys' bodies, Remove their clothes, and don't forget to say: Santa, could you bring me a man?! It's Xmas time!"
The True Tales of Bloodstreet 13 - Chapter 1,Replay the crime scene from multiple perspectives as you follow detective Deacon Darnell in this mysterious case! A die-hard social puzzle game.
Towards The Pantheon,"Join Freyja, Bam, Mishima, and Phenez on their journey Towards The Pantheon! Gone are the RPG cliches of potions and elemental powers; in Towards The Pantheon you dive head first into a simultaneously lighthearted, fun, dark, and painful adventure in this fresh and exciting world!"
TIMORE REMAKE,"Official remake of the original Timore, that was released in 2014. Mannequins, darkness, blood, loneliness and horror."
Postal 2 Editor,
呆呆大冒险,《呆呆大冒险》是一个2D回合制RPG游戏，玩家将扮演出生在夏朝的呆呆，在结交伙伴、收集五灵珠的同时，逐步发掘邪教的真相。本作还包含Roguelike模式和大秘境玩法，让玩家拥有丰富的游戏体验。
Entasy Online,Entasy Online is a free-to-play 2D Action Mmorpg in top down style. Become a hero by saving Entasy World from creatures!
Robot King Part I: Rebooted and Ready,"The first in a 3 part series, Robot King follows the journey of a robot on a quest to find his place in a kingdom where everyone seems bent on his destruction. Navigate through 4 unique areas, collecting gold as you go. Customize your robot with 40 possible equipments."
Luna : The Dimension Watcher,'The Luna Expeditionary Force's Dimension Crack Adventure!
Pathmaster,『Pathmaster』 is a free fantasy visual novel with multi endings and various heroines.
Clarent Saga: Tactics,A straightforward SRPG inspired by 16-bit classics and made with SRPG Studio. The storyline follows the armies of Prince Abel of Meyr as he battles Pherrelios who invade them. A great entry point for newcomers!
My Faithful and Loyal Wife Would Never Cheat on Me,"Join Karl, a forum moderator, and his wife, Stacey, in a tale of suspicion and unexpected turns. Stacey's new boss, Tyrone Bullman, adds complexity to their lives. Explore trust, love, and the unexpected in My Faithful and Loyal Wife Would Never Cheat on Me."
Tri City Monsters,"Tri City Monsters is a supernatural, monsterlovin' visual novel where you can romance and/or de-pants 3 demonic love interests. Navigate a dangerous urban jungle with their help and maybe you'll get a taste of what it means to be a monster."
External Visions,"An artistic metroidvania with a classic NES era gameplay, taking the player through the life of an average man escaping his depression in a partly imaginary world he created around him. Fight more than 60 enemy types and 5 bosses, uncover more than 160 areas and unlock all powers and items."
Dr. COG,"Dr. Cog is a deck-building roguelike game using gears. Operate the memory restoration machine, turn gears, discover and enhance them, and build synergies. Complete the memory restoration within the time limit, recover the client's lost memories, and reach the final chapter."
Teleporter: World of Gamers (Alpha),"Teleporter is the World of Gamers in VR that unites us in one place to play, watch, and hang out together and find like-minded others in 3D fantastic environments."
BATTLEPOPES,"BATTLEPOPES is a multiplayer online 2D MOBA in a sidescrolling arena, featuring cooldown-based combat. Stuck in hell forever, as punishment for their wicked lives, ancient Popes and Antipopes fight in the eternal inferno. Come rot."
PSX HORROR,A PSX retro horror game made by a sixth grader. Your car runs out of gas on your way to an abandoned carnival now infested with danger at every corner.
Dimensions VIP,"Dimensions VIP is an adult brothel management game with heavy focus on story telling, kinky sex, and inter-dimensional adventures."
Capitals Quizzer,Learn the capital cities of the world in this fun quick-fire quiz game!
Basil and the Isles of Spice,"Join Basil in this 3D platforming adventure as she runs, jumps, and glides through the Isles of Spice on her journey to become the new Shaman of her village. While collecting mystical crystals, she'll meet a colorful cast of characters who help her uncover the secret of the caldera!"
Grand Tanks: WW2 Tank Games,The game combines the two best sides of gameplay: part from a serious tank simulator and part from exciting and fast arcade battles. Millions of players from all over the world are fighting on the best representatives of tank equipment of the Second World War.
Soma Union,"Having fallen to a great calamity a second time, it's up to Zero and their friends to put Soma back together! What is on your horizon is for you to decide..."
Endless Night - Alpha,Endless Night is a room-scale VR experience that will get your heart pumping and your adrenaline roaring.
Infiltraliens,"Infiltraliens is an action adventure game in which you take on the role of Gorp. Place 52, the world's most advanced and well-guarded military base is holding your alien friends captive. Can you make your way through the obstacles and pass the guards to save them?"
Idle Progress,"Idle Progress - A free idle game where your task is to produce as many resources as possible, improve your weapons and armor for good attacks, create good fishing rods for a good catch and get legendary items by completing legendary quests."
Ink Paper Minesweeper,"A remake of the classic 'minesweeper' game in paper graphics and ink mines. A casual, stress-free mine hunt."
Falsepine,"Join a long lineage of Hunters as you run and gun through the Wild West in this action rogue-like. Take on Bounties, Unlock powerful weapons, and come face-to-face with a gallery of terrifying monsters. Developed by Voyager Softworks, as a part of our final year at University."
Inline: Out of Time,Complete your delivery routes as fast as possible to appease your corporate overlord while still finding time to enjoy the sights of the retro-futuristic city and your banging tunes.
EBBIL: Alternative Bible,"In Heaven, mistakes have been made. In this story inspired by TMC, follow Archangel Gabriel through a trial of corruption and feigned purity as he explores celestial realms and the rekindling of lost friendships. Will you save the Heavens, or will you see them fall?"
Entangled,Complete physics-based platformer puzzles as you venture deeper into an abandoned research facility responsible for developing ominously powerful quantum entanglement technology.
Primal Reign,"Egypt, 1943. Among the ancient tombs the Nazis played with time – and time bit back. Primal beasts from the past are invading the present and your pal is their next tasty meal! Play in VR to battle the beasts, save your friend and survive."
The Laziest Person In The World Competition,Do nothing. Absolutely nothing. Compete with slobs from around the world in the ultimate contest of doing nothing. Stay passive the longest and be crowned The Laziest Person in the World.
Heroes Must Die,"Heroes Must Die is an action-RPG with aesthetics inspired by the best roleplaying games of the 16 bit era, with the sophisticated story and design of modern epics. Follow a grand and fun story of trying to break the world and then save it. Combat is easy to learn and difficult to master. Best of all, it's free."
6 PEOPLE,"A man travels in a subway car alone. Where is he going? Will he or any of his fellow passengers arrive at their destination? Are they drawn together by pure coincidence, or something more sinister?"
Tahko Alpine Ski,Tahko Alpine Ski virtual reality experience takes you to a ride along the slope of Tahko Ski resort in a compact virtual reality experience.
Beat,"Basically, the purpose of this game is to pass a level, and listen to the music. Pass a level, and try a harder one. Just use your mouse to choose, and use your spacebar to play, EASY!!! Everyone can play the music. Now, there are 11 different songs in the game, and there will be more. You can also upload your own song in the game."
Hyperchannel,This is a free shooting game. The game has very simple operations and beautiful graphics. Great for killing time.
Noblesse Oblige: Legacy of the Sorcerer Kings,"Noblesse Oblige: Legacy of the Sorcerer Kings is a high fantasy RPG that reenvisions turn-based combat in dynamic ways, telling the story of Alexander—an idealistic yet pragmatic nobleman—and his allies as they navigate politics, intrigue, ruling, and love amidst a tempestuous civil war."
Touhou Block Fall ~ Yukari,Reimu and Yukari team up in this puzzle game inspired by classic 8-bit Nintendo games. Manage the incoming youkai so Yukari can gap them away!
UNTITLED,Post Code FF: Initializing startup sequence of: UNTITLED. Puzzle course loading… Logic test loading… Discovery test loading… Loading complete. Please contact local administrator to begin the training course.
Carrion Fields,"A completely free online multiplayer text-based RPG game. No pay to win, no pay for perks, COMPLETELY free. Experience roleplay, PvP, PvE, and more in a vast fantasy world with in-depth history. Enjoy 21 races and 17 classes in an ever-evolving world."
Corn Defenders,A modern game inspired by many popular 1980s arcade games that depicts a student locked inside of a school. You will need to trade for and collect corn to escape. You will also need to run away from Dr. Small and the teachers
2020: THE RIDE,2020: THE RIDE is a year in review in the form of the world’s scariest VR roller coaster.
Ms.Director,"Cameras and heads are rolling in this noir inspired RPGmaker horror game. Save the spectral starlets trapped in the deadly director's mansion, and escape without joining them in their fate."
轮回修真OL,这是一款真正的多人在线沙盒修真世界。如果你已经对枯燥无味的挂机修真感觉到疲惫，这款游戏会适合你。 炼丹炼器符阵，灵兽培育，你甚至可以布阵改变灵气浓度，而其他人也会受益。
S.P.L.I.C.E.D.,S.P.L.I.C.E.D. is a FREE Metroidvania made by students from Breda University of Applied Sciences. Traverse a Biopunk Chinatown with high mobility and difficult combat encounters.
Veiled Tales,"'Veiled Tales' is an adventure game set in Georgia's high mountain village. The story revolves around an ancient tale, guiding the main character, Demetre, through crucial decisions. Immerse yourself in a wild world of deception, where uncovering secrets and mysteries becomes a fight for life."
